protocol,factors,max_iter,reg,w0,alpha,top_k,w_new,online_iter,train_interactions,test_interactions,user_count,item_count,final_loss,hr_at_k,ndcg_at_k,runtime_seconds
online,12,1,0.1,1.0,0.5,10,4.0,1,9000,1000,764,3578,5726.914675569508,0.015,0.007027669474321341,4.273309946060181
online,12,2,0.1,1.0,0.5,10,4.0,1,9000,1000,764,3578,1970.0766928718738,0.018,0.00847350028648201,4.982426881790161
online,12,3,0.1,1.0,0.5,10,4.0,1,9000,1000,764,3578,1385.0366296904283,0.011,0.005485756309331237,5.885064363479614
online,12,5,0.1,1.0,0.5,10,4.0,1,9000,1000,764,3578,991.4901266433284,0.012,0.0054769718471050855,7.41946816444397
online,12,8,0.1,1.0,0.5,10,4.0,1,9000,1000,764,3578,1817.3420550856283,0.006,0.002100184223853084,9.720060110092163
online,12,10,0.1,1.0,0.5,10,4.0,1,9000,1000,764,3578,4892.457496275663,0.004,0.0013043776753482329,11.397207975387573
online,12,15,0.1,1.0,0.5,10,4.0,1,9000,1000,764,3578,11462.495323224422,0.005,0.001806847387123887,15.19252610206604
online,12,20,0.1,1.0,0.5,10,4.0,1,9000,1000,764,3578,11861.806769473138,0.007,0.0030580801149516982,18.973737955093384
