protocol,factors,max_iter,reg,w0,alpha,top_k,w_new,online_iter,train_interactions,test_interactions,user_count,item_count,final_loss,hr_at_k,ndcg_at_k,runtime_seconds
online,12,5,0.1,0.25,0.5,10,4.0,1,9000,1000,764,3578,904.4903668709148,0.013,0.006147736906282663,7.728233098983765
online,12,5,0.1,0.5,0.5,10,4.0,1,9000,1000,764,3578,933.9868203916038,0.012,0.006146024552669756,7.826623916625977
online,12,5,0.1,1.0,0.5,10,4.0,1,9000,1000,764,3578,990.3804913252425,0.015,0.0065836826313451745,7.614814043045044
online,12,5,0.1,2.0,0.5,10,4.0,1,9000,1000,764,3578,1092.826353943537,0.015,0.006448581659412054,7.617898941040039
online,12,5,0.1,4.0,0.5,10,4.0,1,9000,1000,764,3578,1273.2870315839311,0.016,0.005659875693529154,7.443621873855591
online,12,5,0.1,8.0,0.5,10,4.0,1,9000,1000,764,3578,1565.1793420352194,0.022,0.007801061821536137,7.3572611808776855
